,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
1612,464488,Female,No,43,Yes,Artist,7,Low,9,Cat_6
1613,464494,Female,Yes,58,Yes,Artist,1,Average,4,Cat_3
1614,464499,Male,Yes,41,Yes,Executive,1,High,4,Cat_6
1615,464501,Female,No,28,No,Healthcare,1,Low,3,Cat_6
1616,464504,Male,No,26,Yes,Healthcare,0,Low,4,Cat_6
1617,464506,Male,No,29,Yes,Healthcare,9,Low,2,Cat_4
1618,464517,Male,No,33,Yes,Healthcare,0,Low,2,Cat_5
1619,464522,Female,No,39,Yes,Engineer,14,Low,1,Cat_6
1620,464526,Male,Yes,51,Yes,Entertainment,0,Average,4,Cat_6
1621,464528,Male,Yes,46,Yes,Entertainment,4,High,4,Cat_2
1622,464533,Male,Yes,38,No,Executive,2,High,6,Cat_6
1623,464536,Male,Yes,26,Yes,Artist,1,Average,3,Cat_6
1624,464540,Female,Yes,42,Yes,Engineer,1,Average,4,Cat_4
1625,464544,Female,Yes,43,Yes,Entertainment,5,Average,3,Cat_6
1626,464549,Male,Yes,53,Yes,Executive,1,Low,4,Cat_6
1627,464550,Male,Yes,46,Yes,Artist,2,Low,4,Cat_6
1628,464552,Female,Yes,40,Yes,Artist,1,Average,3,Cat_4
1629,464553,Male,Yes,71,Yes,Artist,1,Low,2,Cat_6
1630,464555,Male,Yes,32,Yes,Marketing,13,High,4,Cat_4
1631,464560,Male,No,41,Yes,Entertainment,9,Low,2,Cat_6
1632,464561,Female,No,46,Yes,Entertainment,8,Low,2,Cat_6
1633,464566,Male,Yes,40,Yes,Executive,0,High,4,Cat_6
1634,464569,Male,No,29,No,Doctor,1,Low,5,Cat_6
1635,464570,Male,Yes,25,Yes,Doctor,1,Average,2,Cat_6
1636,464572,Female,Yes,52,Yes,Marketing,0,Low,1,Cat_6
1637,464576,Male,No,30,Yes,Doctor,9,Low,5,Cat_6
1638,464577,Female,Yes,25,Yes,Healthcare,12,High,2,Cat_6
1639,464580,Male,No,32,No,Artist,9,Low,4,Cat_6
1640,464581,Female,No,33,No,Doctor,2,Low,4,Cat_6
1641,464586,Female,No,49,Yes,Artist,1,Low,1,Cat_3
1642,464593,Female,No,43,Yes,Doctor,1,Low,4,Cat_2
1643,464594,Male,Yes,48,Yes,Artist,1,Low,1,Cat_2
1644,464597,Male,No,41,No,Artist,5,Low,2,Cat_6
1645,464601,Female,No,29,Yes,Healthcare,9,Low,2,Cat_6
1646,464603,Female,No,35,Yes,Artist,0,Low,2,Cat_3
1647,464606,Male,Yes,41,Yes,Artist,1,Average,2,Cat_6
1648,464607,Female,Yes,47,Yes,Artist,1,Average,4,Cat_2
1649,464608,Female,Yes,53,Yes,Artist,1,Average,3,Cat_6
1650,464618,Male,Maybe,40,Yes,Artist,5,Low,1,Cat_6
1651,464620,Female,Yes,40,Yes,Artist,0,High,2,Cat_6
1652,464621,Male,Yes,46,Yes,Artist,0,Low,1,Cat_6
1653,464637,Female,No,36,Yes,Marketing,2,Low,4,Cat_4
1654,464641,Female,Yes,71,Yes,Lawyer,2,Low,6,Cat_1
1655,464652,Female,Yes,30,No,Engineer,5,Average,2,Cat_4
1656,464654,Female,Yes,40,No,Engineer,1,Average,4,Cat_4
1657,464664,Male,Yes,43,No,Entertainment,0,Average,5,Cat_4
1658,464666,Male,Yes,40,Yes,Entertainment,3,Average,3,Cat_4
1659,464670,Male,Yes,39,No,Entertainment,1,Average,4,Cat_4
1660,464673,Male,Yes,49,No,Executive,1,High,7,Cat_2
1661,464674,Male,Yes,51,No,Artist,0,Average,5,Cat_4
1662,464675,Female,Yes,39,No,Doctor,1,Average,9,Cat_4
1663,464677,Male,Yes,23,No,Healthcare,1,Low,5,Cat_4
1664,464683,Male,Yes,53,No,Engineer,0,Average,6,Cat_4
1665,464684,Female,No,35,No,Engineer,9,Low,5,Cat_4
1666,464685,Male,No,35,No,Executive,2,Low,4,Cat_4
1667,464688,Male,Yes,30,Yes,Doctor,1,Low,9,Cat_4
1668,464690,Male,Yes,39,No,Engineer,2,Average,2,Cat_4
1669,464691,Male,No,38,Yes,Artist,1,Low,3,Cat_4
1670,464692,Female,No,53,No,Marketing,0,Low,1,Cat_3
1671,464693,Female,No,36,Yes,Engineer,8,Low,1,Cat_4
1672,464695,Male,No,33,No,Engineer,0,Low,4,Cat_4
1673,464696,Female,No,40,Yes,Engineer,1,Low,1,Cat_4
1674,464697,Female,Yes,36,Yes,Artist,0,Average,4,Cat_4
1675,464699,Male,No,31,No,Doctor,1,Low,5,Cat_4
1676,464701,Male,No,31,No,Doctor,1,Low,2,Cat_4
1677,464704,Male,Yes,41,Yes,Healthcare,0,Average,4,Cat_4
1678,464707,Male,Yes,48,No,StayHome,0,Average,4,Cat_4
1679,464711,Female,Yes,38,Yes,Artist,5,Average,3,Cat_1
1680,464712,Male,Yes,49,No,Artist,1,Low,5,Cat_4
1681,464722,Male,Yes,42,Yes,Doctor,1,Low,2,Cat_4
1682,464726,Male,Yes,28,Yes,Executive,14,High,9,Cat_4
1683,464728,Male,Yes,51,No,Entertainment,0,High,4,Cat_4
1684,464732,Male,Yes,41,No,Artist,1,Average,2,Cat_4
1685,464737,Female,Yes,57,No,Engineer,0,Average,6,Cat_4
1686,464739,Male,Yes,67,Yes,Artist,0,Low,1,Cat_4
1687,464746,Male,Yes,29,No,Executive,3,Average,5,Cat_4
1688,464752,Female,Yes,46,Yes,Marketing,2,Low,1,Cat_4
1689,464755,Male,Yes,49,Yes,Artist,0,High,2,Cat_6
1690,464756,Female,No,28,No,Engineer,6,Low,3,Cat_4
1691,464758,Female,Yes,48,No,Engineer,1,Average,4,Cat_4
1692,464760,Female,Yes,51,No,Engineer,5,Average,4,Cat_4
1693,464765,Female,Yes,48,No,Engineer,5,Average,6,Cat_4
1694,464766,Female,Yes,48,No,Engineer,5,Average,5,Cat_4
1695,464769,Female,Maybe,52,No,Engineer,9,Average,4,Cat_4
1696,464772,Female,Yes,39,No,Engineer,8,Average,4,Cat_4
1697,464774,Female,Yes,50,No,Engineer,7,Average,5,Cat_4
1698,464780,Female,No,33,No,Engineer,1,Low,9,Cat_4
1699,464790,Female,No,35,Yes,Artist,2,Low,1,Cat_4
1700,464792,Male,Yes,30,No,Marketing,2,High,5,Cat_4
1701,464794,Female,Yes,46,No,Engineer,8,Average,2,Cat_4
1702,464799,Male,No,36,No,Marketing,0,Low,4,Cat_4
1703,464802,Male,No,43,No,Entertainment,0,Low,1,Cat_4
1704,464804,Male,Yes,26,No,Entertainment,1,Low,1,Cat_4
1705,464806,Male,Yes,33,No,Executive,0,Low,2,Cat_4
1706,464809,Male,Yes,50,Yes,Entertainment,2,Average,5,Cat_4
1707,464812,Female,Yes,49,Yes,Engineer,1,High,5,Cat_4
1708,464813,Male,Yes,48,Yes,Engineer,6,Average,5,Cat_6
1709,464817,Male,No,31,Yes,Artist,5,Low,1,Cat_4
1710,464818,Female,Yes,38,No,Engineer,2,Average,2,Cat_4
1711,464825,Female,No,21,No,Healthcare,5,Low,1,Cat_4
1712,464827,Female,Yes,50,No,Entertainment,8,Average,5,Cat_4
1713,464828,Male,No,23,No,Healthcare,9,Low,6,Cat_4
1714,464831,Female,Yes,21,No,Healthcare,0,Low,2,Cat_4
1715,464832,Male,Yes,71,No,Lawyer,1,Low,2,Cat_4
1716,464835,Male,No,20,No,Healthcare,0,Low,6,Cat_4
1717,464836,Female,Maybe,32,No,Engineer,7,High,5,Cat_4
1718,464845,Male,Yes,29,No,Engineer,0,Average,3,Cat_4
1719,464849,Male,Yes,42,Yes,Artist,0,Average,4,Cat_4
1720,464851,Male,No,20,No,Doctor,0,Low,6,Cat_4
1721,464852,Male,Yes,36,No,Executive,1,Low,6,Cat_4
1722,464854,Female,Yes,42,No,Engineer,0,High,6,Cat_4
1723,464857,Male,No,18,No,Healthcare,7,Low,4,Cat_4
1724,464861,Male,No,25,No,Homemaker,2,Low,2,Cat_4
1725,464864,Female,No,30,No,Engineer,10,Low,8,Cat_4
1726,464865,Female,No,28,No,Homemaker,9,Low,9,Cat_4
1727,464868,Male,Yes,42,Yes,Entertainment,7,Low,6,Cat_4
1728,464872,Male,Yes,38,Yes,Artist,1,Low,4,Cat_4
1729,464873,Male,Yes,42,Yes,Artist,1,Average,2,Cat_4
1730,464876,Female,Yes,52,No,Engineer,2,Average,5,Cat_4
1731,464879,Female,Yes,29,Yes,Doctor,0,Average,2,Cat_4
1732,464884,Male,Yes,40,Yes,Artist,1,Low,2,Cat_4
1733,464885,Female,No,38,No,Engineer,1,Low,2,Cat_4
1734,464886,Male,Yes,37,Yes,Engineer,1,Average,4,Cat_4
1735,464902,Female,Yes,65,No,Lawyer,1,Low,1,Cat_4
1736,464905,Male,Maybe,81,No,Executive,2,High,2,Cat_4
1737,464907,Male,Maybe,59,Yes,Engineer,0,Average,2,Cat_4
1738,464910,Female,Yes,47,Yes,Artist,1,Average,5,Cat_4
1739,464911,Male,Yes,57,Yes,Artist,0,Average,3,Cat_4
1740,464915,Male,Yes,39,Yes,Executive,2,High,4,Cat_4
1741,464916,Female,Maybe,32,Yes,Doctor,8,High,2,Cat_4
1742,464919,Male,Yes,37,Yes,Artist,9,Low,1,Cat_4
1743,464920,Male,No,39,Yes,Artist,4,Low,1,Cat_4
1744,464921,Male,Yes,39,No,Doctor,1,Average,5,Cat_4
1745,464925,Male,Maybe,60,No,Executive,7,Average,2,Cat_4
1746,464927,Female,Yes,70,Yes,Artist,1,Average,2,Cat_4
1747,464932,Male,Yes,51,Yes,Executive,9,Low,1,Cat_4
1748,464938,Male,Yes,48,No,Artist,1,Low,3,Cat_4
1749,464939,Male,No,43,No,Entertainment,0,Low,1,Cat_4
1750,464940,Female,Yes,29,No,Engineer,1,Low,2,Cat_4
1751,464944,Female,Yes,43,Yes,Entertainment,0,Low,2,Cat_4
1752,464947,Male,No,25,No,Doctor,5,Low,1,Cat_4
1753,464957,Female,Yes,75,No,Lawyer,0,Low,1,Cat_4
1754,464960,Female,No,22,No,Healthcare,0,Low,5,Cat_4
1755,464961,Male,Yes,86,No,Marketing,1,Low,1,Cat_4
1756,464963,Female,Yes,50,Yes,Entertainment,1,Low,2,Cat_4
1757,464972,Male,Yes,73,No,Lawyer,1,High,9,Cat_4
1758,464973,Male,No,87,Yes,Lawyer,1,Low,2,Cat_4
1759,464981,Male,Yes,49,Yes,Artist,0,Average,4,Cat_6
1760,464987,Male,Yes,46,Yes,Executive,1,High,5,Cat_6
1761,464990,Male,Yes,73,No,Executive,0,High,2,Cat_6
1762,464991,Female,Yes,87,Yes,Lawyer,1,High,2,Cat_6
1763,464995,Male,Yes,53,No,Executive,2,High,4,Cat_4
1764,465001,Male,Yes,84,Yes,Lawyer,1,High,2,Cat_6
1765,465005,Male,Yes,47,Yes,Executive,3,High,3,Cat_6
1766,465012,Male,Yes,59,No,Executive,1,High,4,Cat_6
1767,465014,Male,Yes,82,No,Lawyer,1,Low,1,Cat_6
1768,465022,Female,Yes,71,Yes,Lawyer,0,High,2,Cat_6
1769,465023,Male,Yes,39,Yes,Artist,9,Average,2,Cat_2
1770,465026,Female,No,25,No,Doctor,0,Low,2,Cat_6
1771,465032,Male,Yes,67,Yes,Executive,1,High,2,Cat_6
1772,465035,Female,Yes,83,Yes,Lawyer,13,High,2,Cat_6
1773,465038,Male,Yes,49,No,Executive,0,High,4,Cat_6
1774,465039,Female,Yes,87,No,Lawyer,0,High,2,Cat_6
1775,465040,Male,Yes,69,No,Lawyer,1,Average,2,Cat_6
1776,465045,Male,Yes,40,Yes,Entertainment,9,Average,2,Cat_6
1777,465056,Male,Yes,87,Yes,Lawyer,1,High,2,Cat_6
1778,465069,Male,Yes,68,Yes,Healthcare,0,Average,3,Cat_6
1779,465075,Female,Yes,43,Yes,Artist,2,Average,2,Cat_6
1780,465076,Male,Yes,67,Yes,Artist,0,High,5,Cat_6
1781,465079,Male,Yes,80,Yes,Lawyer,1,Low,1,Cat_6
1782,465082,Male,Yes,65,Yes,Lawyer,1,Low,1,Cat_3
1783,465087,Male,No,29,Yes,Doctor,0,Low,4,Cat_6
1784,465091,Male,Yes,60,Yes,Entertainment,2,Average,3,Cat_6
1785,465092,Male,Yes,72,Yes,Executive,1,High,2,Cat_6
1786,465093,Male,Yes,57,Yes,Doctor,0,Low,1,Cat_6
1787,465095,Male,Yes,47,Yes,Executive,1,High,4,Cat_6
1788,465099,Male,Yes,39,No,Entertainment,1,Average,2,Cat_6
1789,465100,Male,Yes,62,Yes,Artist,0,High,2,Cat_6
1790,465101,Female,Yes,81,Yes,Lawyer,1,Low,1,Cat_6
1791,465105,Male,Yes,65,No,Executive,8,Average,2,Cat_6
1792,465109,Male,No,47,No,Lawyer,2,Low,2,Cat_6
1793,465111,Female,Yes,40,Yes,Artist,8,Average,2,Cat_6
1794,465112,Female,Yes,86,No,Lawyer,0,High,2,Cat_6
1795,465113,Male,Yes,67,Yes,Lawyer,0,High,2,Cat_4
1796,465119,Female,Yes,45,Yes,Artist,0,Average,5,Cat_6
1797,465120,Female,No,27,Yes,Healthcare,1,Low,4,Cat_6
1798,465121,Female,No,32,Yes,Artist,7,Low,1,Cat_3
1799,465122,Female,Yes,41,Yes,Artist,3,Average,2,Cat_6
1800,465124,Female,Yes,27,Yes,Healthcare,6,Average,2,Cat_6
1801,465128,Female,Yes,58,No,Artist,0,Average,3,Cat_6
1802,465134,Female,Yes,61,Yes,Entertainment,1,Average,5,Cat_6
1803,465136,Male,Yes,52,Yes,Artist,0,Average,2,Cat_6
1804,465144,Male,No,25,Yes,Doctor,8,Low,1,Cat_6
1805,465147,Male,No,33,Yes,Healthcare,2,Low,3,Cat_6
1806,465148,Male,No,31,No,Artist,0,Low,2,
1807,465150,Male,No,37,Yes,Entertainment,1,Low,1,Cat_6
1808,465153,Male,Yes,38,Yes,Artist,1,Average,2,Cat_6
1809,465155,Male,Yes,81,Yes,Lawyer,0,Low,1,Cat_6
1810,465160,Male,Yes,61,Yes,Executive,0,High,3,Cat_6
1811,465164,Male,No,20,No,Healthcare,0,Low,3,Cat_6
1812,465171,Female,Yes,48,Yes,Artist,8,High,4,Cat_6
1813,465172,Female,Yes,43,Yes,Artist,8,Average,2,Cat_6
1814,465175,Female,No,22,No,Homemaker,0,Low,4,Cat_6
1815,465176,Female,Yes,63,Yes,Artist,1,Average,4,Cat_6
1816,465181,Female,No,25,Yes,Healthcare,8,Low,1,Cat_4
1817,465182,Female,No,73,Yes,Lawyer,1,Low,1,Cat_6
1818,465186,Female,Yes,43,No,Artist,4,Average,4,Cat_1
1819,465187,Female,Yes,39,No,Doctor,1,Average,4,Cat_4
1820,465188,Female,Yes,49,Yes,Artist,0,Average,4,Cat_6
1821,465189,Female,Yes,83,Yes,Lawyer,1,High,2,Cat_6
1822,465194,Male,No,22,No,Healthcare,9,Low,6,Cat_2
1823,465196,Female,No,31,Yes,Artist,2,Low,2,Cat_4
1824,465197,Female,Yes,60,Yes,Artist,1,High,4,Cat_6
1825,465201,Male,Yes,42,Yes,Entertainment,1,Average,4,Cat_3
1826,465202,Male,No,25,No,Entertainment,7,Low,4,Cat_6
1827,465203,Male,No,29,Yes,Healthcare,3,Low,3,Cat_6
1828,465204,Male,Yes,29,Yes,Healthcare,1,Low,2,Cat_6
1829,465213,Male,Yes,39,Yes,Entertainment,2,Average,2,Cat_6
1830,465214,Male,Yes,33,No,Engineer,14,Low,1,Cat_6
1831,465216,Male,Yes,35,Yes,Executive,9,High,4,Cat_6
1832,465226,Male,Yes,38,No,Entertainment,2,Low,3,Cat_6
1833,465228,Male,Yes,59,Yes,Artist,1,High,2,Cat_6
1834,465231,Male,Yes,67,No,Artist,1,Average,2,Cat_6
1835,465236,Male,Yes,45,Yes,Artist,1,Low,1,Cat_6
1836,465237,Male,Yes,70,Yes,Lawyer,2,High,2,Cat_6
1837,465242,Male,No,19,No,Healthcare,5,Low,4,Cat_3
1838,465249,Female,No,23,No,Healthcare,0,Low,4,Cat_6
1839,465254,Male,No,22,No,Healthcare,1,Low,4,Cat_7
1840,465261,Female,No,23,Yes,Healthcare,1,Low,4,Cat_1
1841,465264,Male,Yes,80,No,Executive,0,Low,1,Cat_6
1842,465267,Male,Yes,40,No,Engineer,14,Average,5,Cat_4
1843,465274,Male,No,36,Yes,Artist,0,Low,1,Cat_4
1844,465285,Female,Yes,31,No,Engineer,8,Low,4,Cat_6
1845,465288,Female,Yes,20,No,Engineer,1,Low,2,Cat_4
1846,465289,Male,Yes,31,Yes,Executive,1,High,2,Cat_6
1847,465290,Male,Yes,50,Yes,Executive,0,High,5,Cat_6
1848,465294,Male,Yes,67,No,Lawyer,0,Low,2,Cat_6
1849,465295,Female,Maybe,43,Yes,Doctor,9,Average,1,Cat_6
1850,465296,Female,Yes,85,Yes,Lawyer,5,High,3,Cat_6
1851,465303,Female,Yes,65,Yes,Artist,1,Average,3,Cat_2
1852,465306,Male,Yes,71,No,Executive,1,Average,4,Cat_2
1853,465310,Female,No,20,No,Healthcare,1,Low,6,Cat_4
1854,465319,Male,No,20,No,Healthcare,0,Low,5,Cat_6
1855,465326,Male,Yes,87,Yes,Artist,2,Low,1,Cat_6
1856,465333,Female,Yes,37,Yes,Artist,4,Low,2,Cat_7
1857,465335,Male,Yes,59,No,Entertainment,1,Average,2,Cat_7
1858,465340,Female,No,29,Yes,Artist,3,Low,4,Cat_2
1859,465342,Male,Yes,85,Yes,Executive,0,High,2,Cat_6
1860,465344,Female,Yes,72,Yes,Lawyer,1,High,2,Cat_6
1861,465345,Female,No,42,Yes,Artist,0,Low,2,Cat_6
1862,465351,Female,Yes,45,Yes,Artist,9,Average,2,Cat_6
1863,465352,Male,Yes,59,Yes,Entertainment,1,Average,4,Cat_6
1864,465354,Male,No,19,No,Doctor,0,Low,5,Cat_2
1865,465357,Female,Yes,47,Yes,Artist,0,Average,3,Cat_6
1866,465358,Female,Yes,73,Yes,Artist,0,High,2,Cat_6
1867,465359,Female,Yes,42,No,Artist,1,Low,1,Cat_6
1868,465364,Female,No,37,Yes,Doctor,7,Low,5,Cat_2
1869,465366,Female,No,38,Yes,Artist,8,Low,1,Cat_6
1870,465371,Female,No,41,Yes,Artist,1,Low,1,Cat_6
1871,465372,Female,No,40,Yes,Entertainment,0,Low,1,Cat_6
1872,465383,Female,Yes,30,Yes,Entertainment,0,Low,4,Cat_6
1873,465384,Male,Yes,56,Yes,Artist,0,High,2,Cat_6
1874,465391,Female,Yes,65,Yes,Lawyer,1,High,2,Cat_6
1875,465393,Male,Yes,35,Yes,Artist,5,Average,2,Cat_6
1876,465395,Female,Yes,37,No,Engineer,0,Average,5,Cat_4
1877,465399,Male,No,36,Yes,Entertainment,0,Low,1,Cat_4
1878,465405,Female,Maybe,26,Yes,Homemaker,1,High,4,Cat_2
1879,465408,Male,No,25,No,Executive,2,Low,4,Cat_6
1880,465410,Male,No,30,No,Healthcare,0,Low,4,Cat_5
1881,465417,Male,Yes,37,Yes,Entertainment,2,Average,2,Cat_4
1882,465419,Male,No,30,No,Artist,0,Low,3,Cat_6
1883,465423,Male,Yes,46,Yes,Entertainment,1,Average,4,Cat_7
1884,465428,Female,No,38,Yes,Engineer,1,Low,1,Cat_4
1885,465433,Female,No,40,Yes,Artist,2,Low,1,Cat_2
1886,465435,Female,No,31,Yes,Artist,5,Low,1,Cat_6
1887,465437,Male,Yes,45,Yes,Executive,4,High,5,Cat_6
1888,465440,Male,Yes,55,No,Engineer,1,Low,5,Cat_6
1889,465441,Female,Yes,51,Yes,Engineer,2,Low,1,Cat_4
1890,465445,Female,No,29,Yes,Homemaker,5,Low,7,Cat_6
1891,465458,Female,Yes,74,Yes,Artist,1,High,2,Cat_6
1892,465461,Male,Yes,69,No,Entertainment,1,Average,3,Cat_6
1893,465463,Female,No,28,No,Doctor,2,Low,5,Cat_2
1894,465464,Male,Yes,41,Yes,Executive,0,Average,2,Cat_4
1895,465467,Male,Maybe,29,No,Healthcare,1,Low,3,Cat_6
1896,465471,Male,Yes,39,Yes,Artist,0,Low,1,Cat_6
1897,465472,Female,Yes,74,No,Entertainment,2,High,3,Cat_6
1898,465473,Female,No,59,Yes,Artist,4,Low,1,Cat_6
1899,465477,Male,No,27,No,Healthcare,1,Low,3,Cat_2
1900,465479,Male,No,33,No,Artist,0,Low,1,Cat_4
1901,465482,Male,No,31,No,Entertainment,9,Low,2,Cat_2
1902,465483,Male,Yes,46,No,Artist,0,Average,3,Cat_6
1903,465484,Female,Yes,63,Yes,Artist,0,Low,2,Cat_6
1904,465488,Male,No,22,No,Healthcare,1,Low,4,Cat_6
1905,465489,Female,No,53,Yes,Engineer,1,Low,5,Cat_6
1906,465492,Male,Yes,59,No,Entertainment,1,Low,1,Cat_2
1907,465496,Male,Yes,84,Yes,Lawyer,2,Low,2,Cat_2
1908,465505,Male,Yes,63,Yes,Artist,1,Average,4,Cat_6
1909,465507,Male,Yes,35,Yes,Artist,8,Low,1,Cat_6
1910,465508,Male,No,21,No,Healthcare,1,Low,4,Cat_6
1911,465510,Male,Yes,67,No,Lawyer,0,High,2,Cat_6
1912,465518,Female,Yes,41,Yes,Artist,1,Average,3,Cat_4
1913,465520,Female,No,27,Yes,Artist,0,Low,8,Cat_2
1914,465521,Female,Yes,53,Yes,Artist,1,Average,2,Cat_7
1915,465522,Female,No,33,Yes,Healthcare,4,Low,8,Cat_5
1916,465529,Female,No,32,No,Doctor,0,Low,4,Cat_6
1917,465538,Male,Yes,59,No,No_Information,5,High,2,Cat_6
1918,465539,Female,Yes,50,Yes,Artist,1,High,5,Cat_6
1919,465541,Female,Yes,50,Yes,Artist,1,Average,4,Cat_7
1920,465543,Female,Yes,41,Yes,Healthcare,1,Average,2,Cat_3
1921,465547,Female,Yes,71,Yes,Lawyer,1,Low,1,Cat_6
1922,465550,Female,No,33,Yes,Healthcare,1,Low,6,Cat_3
1923,465551,Female,Yes,46,Yes,Artist,2,Average,2,Cat_3
1924,465554,Female,No,78,Yes,Lawyer,1,Low,3,Cat_6
1925,465555,Female,Yes,69,No,Lawyer,2,High,2,Cat_4
1926,465558,Female,No,40,Yes,Healthcare,8,Low,1,Cat_7
1927,465568,Male,Yes,43,Yes,Executive,2,High,3,Cat_6
1928,465569,Male,Yes,36,Yes,Artist,0,High,3,Cat_6
1929,465571,Male,Yes,35,Yes,Entertainment,1,Average,2,Cat_2
1930,465577,Male,No,30,No,Healthcare,0,Low,4,Cat_3
1931,465584,Male,Yes,47,No,Entertainment,3,Average,2,Cat_6
1932,465586,Male,Yes,69,No,Artist,0,Low,1,Cat_6
1933,465587,Male,Yes,41,Yes,Entertainment,2,Low,5,Cat_3
1934,465594,Male,Yes,33,No,Executive,4,Low,6,Cat_3
1935,465598,Male,No,27,Yes,Healthcare,6,Low,5,Cat_2
1936,465600,Male,Yes,38,Yes,Engineer,6,Low,2,Cat_3
1937,465601,Male,Yes,35,Yes,Artist,2,Average,4,Cat_3
1938,465602,Male,Yes,27,Yes,Artist,10,Low,2,Cat_3
1939,465603,Female,Yes,51,Yes,Homemaker,9,Low,2,Cat_3
1940,465605,Female,Yes,52,Yes,Engineer,4,Low,1,Cat_3
1941,465611,Male,No,53,Yes,Doctor,0,Low,1,Cat_6
1942,465612,Male,Yes,43,Yes,Artist,8,Average,2,Cat_6
1943,465616,Male,Yes,42,Yes,Doctor,8,Low,2,Cat_6
1944,465621,Male,No,36,Yes,Doctor,9,Low,1,Cat_6
1945,465625,Male,No,36,Yes,Artist,14,Low,2,Cat_6
1946,465627,Female,No,40,Yes,Healthcare,1,Low,1,Cat_6
1947,465629,Male,Yes,47,Yes,Entertainment,2,Average,3,Cat_6
1948,465635,Male,No,30,No,Doctor,1,Low,2,Cat_4
1949,465638,Female,Yes,53,Yes,Artist,2,Low,2,Cat_3
1950,465640,Male,Yes,45,Yes,Artist,5,Average,2,Cat_6
1951,465644,Male,No,33,Yes,Healthcare,0,Low,5,Cat_6
1952,465645,Female,No,40,Yes,Artist,8,Low,2,Cat_6
1953,465649,Female,Yes,36,Yes,Marketing,5,Low,1,Cat_6
1954,465651,Male,No,32,No,Engineer,0,Low,4,Cat_6
1955,465653,Female,Yes,51,Yes,Artist,0,Low,2,Cat_6
1956,465655,Female,No,49,Yes,Artist,0,Low,1,Cat_6
1957,465656,Male,Yes,81,No,Lawyer,1,Low,2,Cat_6
1958,465658,Male,Yes,72,Yes,Artist,1,Average,4,Cat_6
1959,465663,Female,No,70,Yes,Artist,0,Low,2,Cat_6
1960,465667,Male,No,21,No,Healthcare,0,Low,3,Cat_2
1961,465668,Male,No,21,No,Healthcare,1,Low,5,Cat_4
1962,465669,Female,Yes,41,No,Entertainment,4,Average,4,Cat_4
1963,465670,Female,No,49,No,Engineer,12,Low,1,Cat_4
1964,465675,Female,No,51,No,Entertainment,0,Low,1,Cat_4
1965,465680,Male,Yes,28,No,Healthcare,0,Average,5,Cat_4
1966,465685,Male,No,37,Yes,Healthcare,5,Low,2,Cat_3
1967,465688,Female,Yes,63,Yes,Artist,1,Average,3,Cat_3
1968,465689,Male,No,19,No,Healthcare,8,Low,4,Cat_3
1969,465695,Female,No,32,No,Healthcare,2,Low,3,Cat_4
1970,465697,Female,Yes,51,No,Artist,6,Low,1,Cat_6
1971,465703,Male,Yes,26,No,Entertainment,3,Low,2,Cat_4
1972,465704,Male,Yes,61,No,Artist,0,Low,1,Cat_6
1973,465705,Female,Yes,51,Yes,Artist,0,Average,4,Cat_6
1974,465706,Female,Yes,45,Yes,Artist,0,Average,3,Cat_6
1975,465721,Male,Yes,29,Yes,Entertainment,1,High,2,Cat_3
1976,465722,Male,Yes,47,No,StayHome,0,Low,5,Cat_3
1977,465725,Male,No,25,Yes,Doctor,1,Low,2,Cat_3
1978,465727,Male,No,40,No,Marketing,0,Low,5,Cat_4
1979,465728,Male,No,45,Yes,No_Information,1,Low,1,Cat_4
1980,465733,Male,Yes,32,Yes,Entertainment,1,Average,2,Cat_4
1981,465734,Male,Yes,38,Yes,Artist,0,Low,3,Cat_1
1982,465736,Female,No,38,Yes,Artist,8,Low,2,Cat_3
1983,465737,Female,Yes,48,Yes,Engineer,7,Low,3,Cat_3
1984,465740,Female,No,71,Yes,Doctor,0,Low,1,Cat_6
1985,465742,Female,Yes,46,Yes,Artist,3,Low,3,Cat_6
1986,465751,Female,Yes,46,Yes,Artist,9,Low,2,Cat_6
1987,465753,Female,Yes,49,Yes,Artist,7,Low,2,Cat_6
1988,465766,Male,Yes,43,No,Entertainment,0,Low,3,Cat_4
1989,465768,Female,No,38,Yes,Artist,6,Low,4,Cat_4
1990,465769,Male,No,25,Yes,Healthcare,8,Low,4,Cat_6
1991,465772,Female,Yes,46,Yes,Engineer,0,Low,4,Cat_1
1992,465775,Female,No,28,Yes,Engineer,9,Low,3,Cat_6
1993,465776,Female,No,41,Yes,Entertainment,5,Low,4,Cat_6
1994,465777,Female,No,32,Yes,Artist,9,Low,5,Cat_6
1995,465784,Female,No,21,No,Healthcare,0,Low,4,Cat_3
1996,465788,Male,No,22,No,Healthcare,1,Low,6,Cat_4
1997,465793,Male,No,27,No,Healthcare,0,Low,5,Cat_4
1998,465797,Male,Yes,40,Yes,Artist,0,Average,2,Cat_2
1999,465804,Female,Yes,68,No,Engineer,0,Low,1,Cat_4
2000,465809,Female,No,25,No,Homemaker,1,Low,7,Cat_4
2001,465811,Male,No,28,No,Healthcare,1,Low,4,Cat_4
2002,465813,Male,No,28,No,Marketing,2,Low,8,Cat_4
2003,465818,Male,No,27,No,Entertainment,1,Low,3,Cat_4
2004,465823,Male,Yes,67,No,Entertainment,5,Average,4,Cat_4
2005,465826,Male,Yes,46,No,Executive,4,Low,9,Cat_4
